source,target,relation,source_type,target_type
Miss Congeniality 2: Armed and Fabulous,William Shatner,主演,电影,演员
Miss Congeniality 2: Armed and Fabulous,Eileen Brennan,主演,电影,演员
Miss Congeniality 2: Armed and Fabulous,Action,属于类型,电影,类型
Miss Congeniality 2: Armed and Fabulous,Comedy,属于类型,电影,类型
Miss Congeniality 2: Armed and Fabulous,Miss,描述关键词,电影,关键词
Miss Congeniality 2: Armed and Fabulous,United,描述关键词,电影,关键词
Miss Congeniality 2: Armed and Fabulous,States,描述关键词,电影,关键词
Miss Congeniality 2: Armed and Fabulous,Gracie,提及,电影,电影
Miss Congeniality 2: Armed and Fabulous,After,提及,电影,电影
Reign of Fire,Rob Bowman,执导,电影,导演
Reign of Fire,2002年,上映年份,电影,年份
Reign of Fire,Ireland,制片国家,电影,国家
Reign of Fire,6.0分,评分,电影,评分值
Reign of Fire,Christian Bale,主演,电影,演员
Reign of Fire,Matthew McConaughey,主演,电影,演员
Reign of Fire,Izabella Scorupco,主演,电影,演员
Reign of Fire,Gerard Butler,主演,电影,演员
Reign of Fire,Alexander Siddig,主演,电影,演员
Reign of Fire,Adventure,属于类型,电影,类型
Reign of Fire,Action,属于类型,电影,类型
Reign of Fire,Fantasy,属于类型,电影,类型
Reign of Fire,England,描述关键词,电影,关键词
Reign of Fire,American,描述关键词,电影,关键词
Reign of Fire,British,描述关键词,电影,关键词
Gangster Squad,Ruben Fleischer,执导,电影,导演
Gangster Squad,2013年,上映年份,电影,年份
Gangster Squad,United States of America,制片国家,电影,国家
Gangster Squad,6.2分,评分,电影,评分值
Gangster Squad,Josh Brolin,主演,电影,演员
Gangster Squad,Ryan Gosling,主演,电影,演员
Gangster Squad,Nick Nolte,主演,电影,演员
Gangster Squad,Emma Stone,主演,电影,演员
Gangster Squad,Sean Penn,主演,电影,演员
Gangster Squad,Crime,属于类型,电影,类型
Gangster Squad,Drama,属于类型,电影,类型
Gangster Squad,Action,属于类型,电影,类型
Gangster Squad,Thriller,属于类型,电影,类型
Gangster Squad,Los,描述关键词,电影,关键词
Gangster Squad,Angeles,描述关键词,电影,关键词
Gangster Squad,Ruthless,描述关键词,电影,关键词
Gangster Squad,Chicago,提及,电影,电影
Gangster Squad,9,提及,电影,电影
Gangster Squad,Woo,提及,电影,电影
Gangster Squad,Brooklyn,提及,电影,电影
Gangster Squad,O,提及,电影,电影
Year One,Harold Ramis,执导,电影,导演
Year One,2009年,上映年份,电影,年份
Year One,United States of America,制片国家,电影,国家
Year One,4.6分,评分,电影,评分值
Year One,Jack Black,主演,电影,演员
Year One,Michael Cera,主演,电影,演员
Year One,Olivia Wilde,主演,电影,演员
Year One,Oliver Platt,主演,电影,演员
Year One,David Cross,主演,电影,导演
Year One,Comedy,属于类型,电影,类型
Year One,Adventure,属于类型,电影,类型
Invictus,Clint Eastwood,执导,电影,演员
Invictus,2009年,上映年份,电影,年份
Invictus,United States of America,制片国家,电影,国家
Invictus,7.0分,评分,电影,评分值
Invictus,Morgan Freeman,主演,电影,演员
Invictus,Matt Damon,主演,电影,演员
Invictus,Tony Kgoroge,主演,电影,演员
Invictus,Patrick Mofokeng,主演,电影,演员
Invictus,Matt Stern,主演,电影,演员
Invictus,Drama,属于类型,电影,类型
Invictus,History,属于类型,电影,类型
Invictus,Newly,描述关键词,电影,关键词
Invictus,President,描述关键词,电影,关键词
Invictus,Nelson,描述关键词,电影,关键词
Invictus,9,提及,电影,电影
State of Play,Kevin Macdonald,执导,电影,导演
State of Play,2009年,上映年份,电影,年份
State of Play,France,制片国家,电影,国家
State of Play,6.7分,评分,电影,评分值
State of Play,Russell Crowe,主演,电影,演员
State of Play,Ben Affleck,主演,电影,演员
State of Play,Rachel McAdams,主演,电影,演员
State of Play,Robin Wright,主演,电影,演员
State of Play,Jason Bateman,主演,电影,演员
State of Play,Action,属于类型,电影,类型
State of Play,Handsome,描述关键词,电影,关键词
State of Play,Congressman,描述关键词,电影,关键词
State of Play,Stephen,描述关键词,电影,关键词
Duplicity,Tony Gilroy,执导,电影,导演
Duplicity,2009年,上映年份,电影,年份
Duplicity,Germany,制片国家,电影,国家
Duplicity,5.7分,评分,电影,评分值
Duplicity,Clive Owen,主演,电影,演员
Duplicity,Julia Roberts,主演,电影,演员
Duplicity,Paul Giamatti,主演,电影,演员
Duplicity,Tom Wilkinson,主演,电影,演员
Duplicity,Lisa Roberts Gillan,主演,电影,演员
Duplicity,Romance,属于类型,电影,类型
Duplicity,Comedy,属于类型,电影,类型
Duplicity,Crime,属于类型,电影,类型
Duplicity,Two,描述关键词,电影,关键词
My Favorite Martian,Donald Petrie,执导,电影,导演
My Favorite Martian,1999年,上映年份,电影,年份
My Favorite Martian,United States of America,制片国家,电影,国家
My Favorite Martian,5.1分,评分,电影,评分值
My Favorite Martian,Jeff Daniels,主演,电影,演员
My Favorite Martian,Elizabeth Hurley,主演,电影,演员
My Favorite Martian,Daryl Hannah,主演,电影,演员
My Favorite Martian,Christopher Lloyd,主演,电影,演员
My Favorite Martian,Wallace Shawn,主演,电影,演员
My Favorite Martian,Comedy,属于类型,电影,类型
My Favorite Martian,Drama,属于类型,电影,类型
My Favorite Martian,Family,属于类型,电影,类型
My Favorite Martian,Science Fiction,属于类型,电影,类型
My Favorite Martian,News,描述关键词,电影,关键词
My Favorite Martian,Tim,描述关键词,电影,关键词
My Favorite Martian,Hara,描述关键词,电影,关键词
My Favorite Martian,O,提及,电影,电影
The Sentinel,Clark Johnson,执导,电影,演员
The Sentinel,2006年,上映年份,电影,年份
The Sentinel,United States of America,制片国家,电影,国家
The Sentinel,5.8分,评分,电影,评分值
The Sentinel,Michael Douglas,主演,电影,演员
The Sentinel,Kiefer Sutherland,主演,电影,演员
The Sentinel,Eva Longoria,主演,电影,演员
The Sentinel,Martin Donovan,主演,电影,演员
The Sentinel,Kim Basinger,主演,电影,演员
The Sentinel,Action,属于类型,电影,类型
The Sentinel,Thriller,属于类型,电影,类型
The Sentinel,Crime,属于类型,电影,类型
Planet 51,Jorge Blanco,执导,电影,导演
Planet 51,2009年,上映年份,电影,年份
Planet 51,Spain,制片国家,电影,国家
Planet 51,5.6分,评分,电影,评分值
Planet 51,Dwayne Johnson,主演,电影,演员
Planet 51,Seann William Scott,主演,电影,演员
Planet 51,Jessica Biel,主演,电影,演员
Planet 51,Justin Long,主演,电影,演员
Planet 51,Gary Oldman,主演,电影,演员
Planet 51,Science Fiction,属于类型,电影,类型
Planet 51,Animation,属于类型,电影,类型
Planet 51,Family,属于类型,电影,类型
Planet 51,Comedy,属于类型,电影,类型
Planet 51,Adventure,属于类型,电影,类型
Planet 51,Earth,描述关键词,电影,电影
Planet 51,Earth,提及,电影,电影
Planet 51,Capt,描述关键词,电影,关键词
Planet 51,Chuck,描述关键词,电影,关键词
Planet 51,9,提及,电影,电影
Star Trek: Nemesis,Stuart Baird,执导,电影,导演
Star Trek: Nemesis,2002年,上映年份,电影,年份
Star Trek: Nemesis,United States of America,制片国家,电影,国家
Star Trek: Nemesis,6.1分,评分,电影,评分值
Star Trek: Nemesis,Patrick Stewart,主演,电影,演员
Star Trek: Nemesis,Jonathan Frakes,主演,电影,导演
Star Trek: Nemesis,Brent Spiner,主演,电影,演员
Star Trek: Nemesis,LeVar Burton,主演,电影,演员
Star Trek: Nemesis,Michael Dorn,主演,电影,演员
Star Trek: Nemesis,Science Fiction,属于类型,电影,类型
Star Trek: Nemesis,Action,属于类型,电影,类型
Star Trek: Nemesis,Adventure,属于类型,电影,类型
Star Trek: Nemesis,Thriller,属于类型,电影,类型
Star Trek: Nemesis,William,描述关键词,电影,关键词
Star Trek: Nemesis,Riker,描述关键词,电影,关键词
Star Trek: Nemesis,Deanna,描述关键词,电影,关键词
Star Trek: Nemesis,O,提及,电影,电影
Star Trek: Nemesis,Once,提及,电影,电影
Star Trek: Nemesis,Pi,提及,电影,电影
Intolerable Cruelty,Joel Coen,执导,电影,导演
Intolerable Cruelty,2003年,上映年份,电影,年份
Intolerable Cruelty,United States of America,制片国家,电影,国家
Intolerable Cruelty,5.8分,评分,电影,评分值
Intolerable Cruelty,George Clooney,主演,电影,导演
Intolerable Cruelty,Catherine Zeta-Jones,主演,电影,演员
Intolerable Cruelty,Edward Herrmann,主演,电影,演员
Intolerable Cruelty,Geoffrey Rush,主演,电影,演员
Intolerable Cruelty,Richard Jenkins,主演,电影,演员
Intolerable Cruelty,Crime,属于类型,电影,类型
Intolerable Cruelty,Comedy,属于类型,电影,类型
Intolerable Cruelty,Romance,属于类型,电影,类型
Intolerable Cruelty,Beverly,描述关键词,电影,关键词
Intolerable Cruelty,Hills,描述关键词,电影,关键词
Trouble with the Curve,Robert Lorenz,执导,电影,导演
Trouble with the Curve,2012年,上映年份,电影,年份
Trouble with the Curve,United States of America,制片国家,电影,国家
Trouble with the Curve,6.6分,评分,电影,评分值
Trouble with the Curve,Clint Eastwood,主演,电影,演员
Trouble with the Curve,Amy Adams,主演,电影,演员
Trouble with the Curve,Justin Timberlake,主演,电影,演员
Trouble with the Curve,John Goodman,主演,电影,演员
Trouble with the Curve,Matthew Lillard,主演,电影,演员
Trouble with the Curve,Drama,属于类型,电影,类型
Trouble with the Curve,Romance,属于类型,电影,类型
Trouble with the Curve,Slowed,描述关键词,电影,关键词
Trouble with the Curve,Gus,描述关键词,电影,关键词
Trouble with the Curve,Lobel,描述关键词,电影,关键词
Edge of Darkness,Martin Campbell,执导,电影,导演
Edge of Darkness,2010年,上映年份,电影,年份
Edge of Darkness,United Kingdom,制片国家,电影,国家
Edge of Darkness,6.2分,评分,电影,评分值
Edge of Darkness,Mel Gibson,主演,电影,演员
Edge of Darkness,Ray Winstone,主演,电影,演员
Edge of Darkness,Danny Huston,主演,电影,演员
Edge of Darkness,Shawn Roberts,主演,电影,演员
Edge of Darkness,Denis O'Hare,主演,电影,演员
Edge of Darkness,Crime,属于类型,电影,类型
Edge of Darkness,Drama,属于类型,电影,类型
Edge of Darkness,Mystery,属于类型,电影,类型
Edge of Darkness,Thriller,属于类型,电影,类型
Edge of Darkness,Thomas,描述关键词,电影,关键词
Edge of Darkness,Craven,描述关键词,电影,关键词
Edge of Darkness,Emma,描述关键词,电影,电影
Edge of Darkness,Emma,提及,电影,电影
Emma,Jim O'Hanlon,执导,电影,导演
Emma,2009年,上映年份,电影,年份
Emma,7.6分,评分,电影,评分值
Emma,Romola Garai,主演,电影,演员
Emma,Michael Gambon,主演,电影,演员
Emma,Jonny Lee Miller,主演,电影,演员
Emma,Louise Dylan,主演,电影,演员
Emma,Blake Ritson,主演,电影,演员
Emma,Romance,属于类型,电影,类型
Emma,Comedy,属于类型,电影,类型
Emma,Drama,属于类型,电影,类型
Emma,Emma,描述关键词,电影,电影
Emma,Woodhouse,描述关键词,电影,关键词
Emma,Harriet,描述关键词,电影,关键词
Emma,Woo,提及,电影,电影
The Relic,Peter Hyams,执导,电影,导演
The Relic,1997年,上映年份,电影,年份
The Relic,Germany,制片国家,电影,国家
The Relic,5.8分,评分,电影,评分值
The Relic,Penelope Ann Miller,主演,电影,演员
The Relic,Tom Sizemore,主演,电影,演员
The Relic,Linda Hunt,主演,电影,演员
The Relic,James Whitmore,主演,电影,演员
The Relic,Clayton Rohner,主演,电影,演员
The Relic,Horror,属于类型,电影,类型
The Relic,Mystery,属于类型,电影,类型
The Relic,Thriller,属于类型,电影,类型
The Relic,Chicago,描述关键词,电影,电影
The Relic,Chicago,提及,电影,电影
The Relic,Natural,描述关键词,电影,关键词
The Relic,History,描述关键词,电影,类型
Analyze That,Harold Ramis,执导,电影,导演
Analyze That,2002年,上映年份,电影,年份
Analyze That,Australia,制片国家,电影,电影
Analyze That,5.7分,评分,电影,评分值
Analyze That,Robert De Niro,主演,电影,演员
Analyze That,Billy Crystal,主演,电影,演员
Analyze That,Lisa Kudrow,主演,电影,演员
Analyze That,Joe Viterelli,主演,电影,演员
Analyze That,Cathy Moriarty,主演,电影,演员
Analyze That,Comedy,属于类型,电影,类型
Analyze That,Crime,属于类型,电影,类型
Analyze That,Paul,描述关键词,电影,电影
Analyze That,Paul,提及,电影,电影
Analyze That,Vitti,描述关键词,电影,关键词
Analyze That,Naturally,描述关键词,电影,关键词
Righteous Kill,Jon Avnet,执导,电影,导演
Righteous Kill,2008年,上映年份,电影,年份
Righteous Kill,United States of America,制片国家,电影,国家
Righteous Kill,5.9分,评分,电影,评分值
Righteous Kill,Robert De Niro,主演,电影,演员
Righteous Kill,Carla Gugino,主演,电影,演员
Righteous Kill,50 Cent,主演,电影,演员
Righteous Kill,Al Pacino,主演,电影,演员
Righteous Kill,Donnie Wahlberg,主演,电影,演员
Righteous Kill,Action,属于类型,电影,类型
Righteous Kill,Crime,属于类型,电影,类型
Righteous Kill,Drama,属于类型,电影,类型
Righteous Kill,Thriller,属于类型,电影,类型
Righteous Kill,Two,描述关键词,电影,关键词
Righteous Kill,York,描述关键词,电影,关键词
Righteous Kill,City,描述关键词,电影,关键词
Mercury Rising,Harold Becker,执导,电影,导演
Mercury Rising,1998年,上映年份,电影,年份
Mercury Rising,United States of America,制片国家,电影,国家
Mercury Rising,6.0分,评分,电影,评分值
Mercury Rising,Bruce Willis,主演,电影,演员
Mercury Rising,Alec Baldwin,主演,电影,演员
Mercury Rising,Miko Hughes,主演,电影,演员
Mercury Rising,Chi McBride,主演,电影,演员
Mercury Rising,Kim Dickens,主演,电影,演员
Mercury Rising,Action,属于类型,电影,类型
Mercury Rising,Crime,属于类型,电影,类型
Mercury Rising,Drama,属于类型,电影,类型
Mercury Rising,Thriller,属于类型,电影,类型
Mercury Rising,Renegade,描述关键词,电影,关键词
Mercury Rising,Art,描述关键词,电影,关键词
Mercury Rising,Jeffries,描述关键词,电影,关键词
The Soloist,Joe Wright,执导,电影,导演
The Soloist,2009年,上映年份,电影,年份
The Soloist,United States of America,制片国家,电影,国家
The Soloist,6.6分,评分,电影,评分值
The Soloist,Robert Downey Jr.,主演,电影,演员
The Soloist,Jamie Foxx,主演,电影,演员
The Soloist,Catherine Keener,主演,电影,演员
The Soloist,Nelsan Ellis,主演,电影,演员
The Soloist,Michael Bunin,主演,电影,演员
The Soloist,Drama,属于类型,电影,类型
The Soloist,Los,描述关键词,电影,关键词
The Soloist,Angeles,描述关键词,电影,关键词
The Soloist,Juilliard,描述关键词,电影,关键词
The Legend of Bagger Vance,Robert Redford,执导,电影,演员
The Legend of Bagger Vance,2000年,上映年份,电影,年份
The Legend of Bagger Vance,United States of America,制片国家,电影,国家
The Legend of Bagger Vance,6.3分,评分,电影,评分值
The Legend of Bagger Vance,Matt Damon,主演,电影,演员
The Legend of Bagger Vance,Bruce McGill,主演,电影,演员
The Legend of Bagger Vance,Charlize Theron,主演,电影,演员
The Legend of Bagger Vance,Will Smith,主演,电影,演员
The Legend of Bagger Vance,Joel Gretsch,主演,电影,演员
The Legend of Bagger Vance,Fantasy,属于类型,电影,类型
The Legend of Bagger Vance,Drama,属于类型,电影,类型
The Legend of Bagger Vance,World,描述关键词,电影,关键词
The Legend of Bagger Vance,War,描述关键词,电影,电影
The Legend of Bagger Vance,War,提及,电影,电影
The Legend of Bagger Vance,Rannulph,描述关键词,电影,关键词
Almost Famous,Cameron Crowe,执导,电影,导演
Almost Famous,2000年,上映年份,电影,年份
Almost Famous,United States of America,制片国家,电影,国家
Almost Famous,7.4分,评分,电影,评分值
Almost Famous,Kate Hudson,主演,电影,演员
Almost Famous,Billy Crudup,主演,电影,演员
Almost Famous,Frances McDormand,主演,电影,演员
Almost Famous,Jason Lee,主演,电影,演员
Almost Famous,Patrick Fugit,主演,电影,演员
Almost Famous,Drama,属于类型,电影,类型
Almost Famous,Music,属于类型,电影,类型
Almost Famous,Famous,描述关键词,电影,关键词
Almost Famous,Rolling,描述关键词,电影,关键词
Almost Famous,Stone,描述关键词,电影,电影
Almost Famous,Stone,提及,电影,电影
Garfield: A Tail of Two Kitties,Tim Hill,执导,电影,导演
Garfield: A Tail of Two Kitties,2006年,上映年份,电影,年份
Garfield: A Tail of Two Kitties,United Kingdom,制片国家,电影,国家
Garfield: A Tail of Two Kitties,5.1分,评分,电影,评分值
Garfield: A Tail of Two Kitties,Bill Murray,主演,电影,演员
Garfield: A Tail of Two Kitties,Jennifer Love Hewitt,主演,电影,演员
Garfield: A Tail of Two Kitties,Billy Connolly,主演,电影,演员
Garfield: A Tail of Two Kitties,Ian Abercrombie,主演,电影,演员
Garfield: A Tail of Two Kitties,Breckin Meyer,主演,电影,演员
Garfield: A Tail of Two Kitties,Animation,属于类型,电影,类型
Garfield: A Tail of Two Kitties,Comedy,属于类型,电影,类型
Garfield: A Tail of Two Kitties,Family,属于类型,电影,类型
Garfield: A Tail of Two Kitties,Garfield,描述关键词,电影,电影
Garfield: A Tail of Two Kitties,Garfield,提及,电影,电影
Garfield: A Tail of Two Kitties,Odie,描述关键词,电影,关键词
Garfield: A Tail of Two Kitties,Jon,描述关键词,电影,关键词
Garfield: A Tail of Two Kitties,O,提及,电影,电影
Garfield,Peter Hewitt,执导,电影,导演
Garfield,2004年,上映年份,电影,年份
Garfield,United States of America,制片国家,电影,国家
Garfield,5.2分,评分,电影,评分值
Garfield,Bill Murray,主演,电影,演员
Garfield,Breckin Meyer,主演,电影,演员
Garfield,Jennifer Love Hewitt,主演,电影,演员
Garfield,Stephen Tobolowsky,主演,电影,演员
Garfield,Evan Arnold,主演,电影,演员
Garfield,Animation,属于类型,电影,类型
Garfield,Comedy,属于类型,电影,类型
Garfield,Family,属于类型,电影,类型
Garfield,Garfield,描述关键词,电影,电影
Garfield,Jon,描述关键词,电影,关键词
Garfield,Liz,描述关键词,电影,关键词
Garfield,O,提及,电影,电影
xXx: State of the Union,Lee Tamahori,执导,电影,导演
xXx: State of the Union,2005年,上映年份,电影,年份
xXx: State of the Union,United States of America,制片国家,电影,国家
xXx: State of the Union,4.7分,评分,电影,评分值
xXx: State of the Union,Ice Cube,主演,电影,演员
xXx: State of the Union,Samuel L. Jackson,主演,电影,演员
xXx: State of the Union,Willem Dafoe,主演,电影,演员
xXx: State of the Union,Scott Speedman,主演,电影,演员
xXx: State of the Union,Peter Strauss,主演,电影,演员
xXx: State of the Union,Action,属于类型,电影,类型
xXx: State of the Union,Adventure,属于类型,电影,类型
xXx: State of the Union,Crime,属于类型,电影,类型
xXx: State of the Union,Drama,属于类型,电影,类型
xXx: State of the Union,Mystery,属于类型,电影,类型
xXx: State of the Union,Thriller,属于类型,电影,类型
xXx: State of the Union,Ice,描述关键词,电影,关键词
xXx: State of the Union,Cube,描述关键词,电影,电影
xXx: State of the Union,Cube,提及,电影,电影
xXx: State of the Union,Darius,描述关键词,电影,关键词
xXx: State of the Union,Stone,提及,电影,电影
xXx: State of the Union,Secretary,提及,电影,电影
Cube,Vincenzo Natali,执导,电影,导演
Cube,1997年,上映年份,电影,年份
Cube,Canada,制片国家,电影,国家
Cube,6.9分,评分,电影,评分值
Cube,Nicole de Boer,主演,电影,演员
Cube,Nicky Guadagni,主演,电影,演员
Cube,David Hewlett,主演,电影,演员
Cube,Andrew Miller,主演,电影,演员
Cube,Julian Richings,主演,电影,演员
Cube,Thriller,属于类型,电影,类型
Cube,Science Fiction,属于类型,电影,类型
Cube,Mystery,属于类型,电影,类型
Cube,Seven,描述关键词,电影,关键词
Priest,Scott Stewart,执导,电影,导演
Priest,2011年,上映年份,电影,年份
Priest,United States of America,制片国家,电影,国家
Priest,5.4分,评分,电影,评分值
Priest,Paul Bettany,主演,电影,演员
Priest,Karl Urban,主演,电影,演员
Priest,Cam Gigandet,主演,电影,演员
Priest,Maggie Q,主演,电影,演员
Priest,Lily Collins,主演,电影,演员
Priest,Action,属于类型,电影,类型
Priest,Science Fiction,属于类型,电影,类型
Priest,Fantasy,属于类型,电影,类型
Priest,Thriller,属于类型,电影,类型
Priest,Horror,属于类型,电影,类型
Priest,Vampire,描述关键词,电影,关键词
Priest,War,描述关键词,电影,电影
Priest,War,提及,电影,电影
Priest,Warrior,描述关键词,电影,电影
Priest,Warrior,提及,电影,电影
Priest,After,提及,电影,电影
Sinbad: Legend of the Seven Seas,Tim Johnson,执导,电影,导演
Sinbad: Legend of the Seven Seas,2003年,上映年份,电影,年份
Sinbad: Legend of the Seven Seas,United States of America,制片国家,电影,国家
Sinbad: Legend of the Seven Seas,6.6分,评分,电影,评分值
Sinbad: Legend of the Seven Seas,Brad Pitt,主演,电影,演员
Sinbad: Legend of the Seven Seas,Catherine Zeta-Jones,主演,电影,演员
Sinbad: Legend of the Seven Seas,Michelle Pfeiffer,主演,电影,演员
Sinbad: Legend of the Seven Seas,Joseph Fiennes,主演,电影,演员
Sinbad: Legend of the Seven Seas,Dennis Haysbert,主演,电影,演员
Sinbad: Legend of the Seven Seas,Family,属于类型,电影,类型
Sinbad: Legend of the Seven Seas,Animation,属于类型,电影,类型
Sinbad: Legend of the Seven Seas,Adventure,属于类型,电影,类型
Sinbad: Legend of the Seven Seas,Eris,描述关键词,电影,关键词
Sinbad: Legend of the Seven Seas,Book,描述关键词,电影,关键词
Sinbad: Legend of the Seven Seas,Peace,描述关键词,电影,关键词
Event Horizon,Paul W.S. Anderson,执导,电影,导演
Event Horizon,1997年,上映年份,电影,年份
Event Horizon,United Kingdom,制片国家,电影,国家
Event Horizon,6.5分,评分,电影,评分值
Event Horizon,Laurence Fishburne,主演,电影,演员
Event Horizon,Sam Neill,主演,电影,演员
Event Horizon,Kathleen Quinlan,主演,电影,演员
Event Horizon,Joely Richardson,主演,电影,演员
Event Horizon,Richard T. Jones,主演,电影,演员
Event Horizon,Horror,属于类型,电影,类型
Event Horizon,Science Fiction,属于类型,电影,类型
Event Horizon,Mystery,属于类型,电影,类型
Event Horizon,Event,描述关键词,电影,关键词
Event Horizon,Horizon,描述关键词,电影,关键词
Event Horizon,Lewis,描述关键词,电影,关键词
Dragonfly,Tom Shadyac,执导,电影,导演
Dragonfly,2002年,上映年份,电影,年份
Dragonfly,Germany,制片国家,电影,国家
Dragonfly,6.1分,评分,电影,评分值
Dragonfly,Kevin Costner,主演,电影,演员
Dragonfly,Joe Morton,主演,电影,演员
Dragonfly,Ron Rifkin,主演,电影,演员
Dragonfly,Susanna Thompson,主演,电影,演员
Dragonfly,Kathy Bates,主演,电影,演员
Dragonfly,Drama,属于类型,电影,类型
The Black Dahlia,Brian De Palma,执导,电影,导演
The Black Dahlia,2006年,上映年份,电影,年份
The Black Dahlia,France,制片国家,电影,国家
The Black Dahlia,5.7分,评分,电影,评分值
The Black Dahlia,Josh Hartnett,主演,电影,演员
The Black Dahlia,Scarlett Johansson,主演,电影,演员
The Black Dahlia,Aaron Eckhart,主演,电影,演员
The Black Dahlia,Hilary Swank,主演,电影,演员
The Black Dahlia,Mia Kirshner,主演,电影,演员
The Black Dahlia,Drama,属于类型,电影,类型
The Black Dahlia,Lee,描述关键词,电影,关键词
The Black Dahlia,Blanchard,描述关键词,电影,关键词
The Black Dahlia,Bucky,描述关键词,电影,关键词
The Black Dahlia,9,提及,电影,电影
Flyboys,Tony Bill,执导,电影,导演
Flyboys,2006年,上映年份,电影,年份
Flyboys,United Kingdom,制片国家,电影,国家
Flyboys,6.3分,评分,电影,评分值
Flyboys,James Franco,主演,电影,演员
Flyboys,David Ellison,主演,电影,演员
Flyboys,Jean Reno,主演,电影,演员
Flyboys,Philip Winchester,主演,电影,演员
Flyboys,Abdul Salis,主演,电影,演员
Flyboys,Action,属于类型,电影,类型
Flyboys,Adventure,属于类型,电影,类型
Flyboys,Drama,属于类型,电影,类型
Flyboys,History,属于类型,电影,类型
Flyboys,Romance,属于类型,电影,类型
Flyboys,War,属于类型,电影,电影
Flyboys,War,提及,电影,电影
Flyboys,Lafayette,描述关键词,电影,关键词
Flyboys,Escadrille,描述关键词,电影,关键词
Flyboys,Americans,描述关键词,电影,关键词
The Last Castle,Rod Lurie,执导,电影,导演
The Last Castle,2001年,上映年份,电影,年份
The Last Castle,United States of America,制片国家,电影,国家
The Last Castle,7.0分,评分,电影,评分值
The Last Castle,Robert Redford,主演,电影,演员
The Last Castle,James Gandolfini,主演,电影,演员
The Last Castle,Mark Ruffalo,主演,电影,演员
The Last Castle,Steve Burton,主演,电影,演员
The Last Castle,Delroy Lindo,主演,电影,演员
The Last Castle,Action,属于类型,电影,类型
The Last Castle,Drama,属于类型,电影,类型
The Last Castle,Thriller,属于类型,电影,类型
The Last Castle,Court,描述关键词,电影,关键词
The Last Castle,Martialed,描述关键词,电影,关键词
Supernova,Walter Hill,执导,电影,导演
Supernova,2000年,上映年份,电影,年份
Supernova,Switzerland,制片国家,电影,国家
Supernova,4.9分,评分,电影,评分值
Supernova,James Spader,主演,电影,演员
Supernova,Angela Bassett,主演,电影,演员
Supernova,Robert Forster,主演,电影,演员
Supernova,Lou Diamond Phillips,主演,电影,演员
Supernova,Peter Facinelli,主演,电影,演员
Supernova,Horror,属于类型,电影,类型
Supernova,Science Fiction,属于类型,电影,类型
Supernova,Thriller,属于类型,电影,类型
Supernova,Nova,描述关键词,电影,关键词
Winter's Tale,Akiva Goldsman,执导,电影,导演
Winter's Tale,2014年,上映年份,电影,年份
Winter's Tale,United States of America,制片国家,电影,国家
Winter's Tale,6.0分,评分,电影,评分值
Winter's Tale,Colin Farrell,主演,电影,演员
Winter's Tale,Jessica Brown Findlay,主演,电影,演员
Winter's Tale,Russell Crowe,主演,电影,演员
Winter's Tale,William Hurt,主演,电影,演员
Winter's Tale,Jennifer Connelly,主演,电影,演员
Winter's Tale,Drama,属于类型,电影,类型
Winter's Tale,Fantasy,属于类型,电影,类型
Winter's Tale,Mystery,属于类型,电影,类型
Winter's Tale,Romance,属于类型,电影,类型
The Mortal Instruments: City of Bones,Harald Zwart,执导,电影,导演
The Mortal Instruments: City of Bones,2013年,上映年份,电影,年份
The Mortal Instruments: City of Bones,United States of America,制片国家,电影,国家
The Mortal Instruments: City of Bones,6.2分,评分,电影,评分值
The Mortal Instruments: City of Bones,Lily Collins,主演,电影,演员
The Mortal Instruments: City of Bones,Jamie Campbell Bower,主演,电影,演员
The Mortal Instruments: City of Bones,Kevin Zegers,主演,电影,演员
The Mortal Instruments: City of Bones,Jemima West,主演,电影,演员
The Mortal Instruments: City of Bones,Robert Sheehan,主演,电影,演员
The Mortal Instruments: City of Bones,Action,属于类型,电影,类型
The Mortal Instruments: City of Bones,Adventure,属于类型,电影,类型
The Mortal Instruments: City of Bones,Drama,属于类型,电影,类型
The Mortal Instruments: City of Bones,Mystery,属于类型,电影,类型
The Mortal Instruments: City of Bones,Romance,属于类型,电影,类型
The Mortal Instruments: City of Bones,Fantasy,属于类型,电影,类型
The Mortal Instruments: City of Bones,York,描述关键词,电影,关键词
The Mortal Instruments: City of Bones,City,描述关键词,电影,关键词
The Mortal Instruments: City of Bones,Clary,描述关键词,电影,关键词
The Mortal Instruments: City of Bones,After,提及,电影,电影
Meet Dave,Brian Robbins,执导,电影,导演
Meet Dave,2008年,上映年份,电影,年份
Meet Dave,United States of America,制片国家,电影,国家
Meet Dave,5.0分,评分,电影,评分值
Meet Dave,Eddie Murphy,主演,电影,演员
Meet Dave,Elizabeth Banks,主演,电影,演员
Meet Dave,Gabrielle Union,主演,电影,演员
Meet Dave,Scott Caan,主演,电影,演员
Meet Dave,Ed Helms,主演,电影,演员
Meet Dave,Comedy,属于类型,电影,类型
Meet Dave,Science Fiction,属于类型,电影,类型
Meet Dave,Adventure,属于类型,电影,类型
Meet Dave,Family,属于类型,电影,类型
Meet Dave,Earth,描述关键词,电影,电影
Meet Dave,Earth,提及,电影,电影
Dark Water,Walter Salles,执导,电影,导演
Dark Water,2005年,上映年份,电影,年份
Dark Water,United States of America,制片国家,电影,国家
Dark Water,5.3分,评分,电影,评分值
Dark Water,Jennifer Connelly,主演,电影,演员
